Reporting Area,MMWR Year,MMWR Week,"Severe acute respiratory syndrome-associated coronavirus desease, Current week","Severe acute respiratory syndrome-associated coronavirus desease, Current week, flag","Severe acute respiratory syndrome-associated coronavirus desease, Previous 52 weeks Max†","Severe acute respiratory syndrome-associated coronavirus desease, Previous 52 weeks Max†, flag","Severe acute respiratory syndrome-associated coronavirus desease, Cum 2019†","Severe acute respiratory syndrome-associated coronavirus desease, Cum 2019†, flag","Severe acute respiratory syndrome-associated coronavirus desease, Cum 2018†","Severe acute respiratory syndrome-associated coronavirus desease, Cum 2018†, flag","Shiga toxin-producing Escherichia coli, Current week","Shiga toxin-producing Escherichia coli, Current week, flag","Shiga toxin-producing Escherichia coli, Previous 52 weeks Max†","Shiga toxin-producing Escherichia coli, Previous 52 weeks Max†, flag","Shiga toxin-producing Escherichia coli, Cum 2019†","Shiga toxin-producing Escherichia coli, Cum 2019†, flag","Shiga toxin-producing Escherichia coli, Cum 2018†","Shiga toxin-producing Escherichia coli, Cum 2018†, flag","Shigellosis, Current week","Shigellosis, Current week, flag","Shigellosis, Previous 52 weeks Max†","Shigellosis, Previous 52 weeks Max†, flag","Shigellosis, Cum 2019†","Shigellosis, Cum 2019†, flag","Shigellosis, Cum 2018†","Shigellosis, Cum 2018†, flag",Location 1,Location 2,Reporting Area Sort
MICHIGAN,2019,3,,-,0,,,-,,-,1,,14,,3,,9,,,-,14,,2,,7,,"MICHIGAN
(44.874798, -85.730977)",,20190317
MISSISSIPPI,2019,3,,-,0,,,-,,-,,-,5,,,-,1,,,-,19,,3,,15,,"MISSISSIPPI
(32.713378, -89.65344)",,20190341
US RESIDENTS,2019,3,,-,0,,,-,,-,27,,420,,141,,299,,79,,454,,310,,589,,,US RESIDENTS,20190301
NON-US RESIDENTS,2019,3,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS,20190369
KENTUCKY,2019,3,,-,0,,,-,,-,,-,6,,1,,,-,,-,3,,,-,3,,"KENTUCKY
(37.526683, -85.290484)",,20190340
WEST VIRGINIA,2019,3,,-,0,,,-,,-,,-,3,,,-,,-,,-,1,,,-,1,,"WEST VIRGINIA
(38.642579, -80.613729)",,20190337
VIRGINIA,2019,3,,-,0,,,-,,-,,-,17,,1,,6,,1,,14,,3,,7,,"VIRGINIA
(37.510861, -78.666382)",,20190336
EAST NORTH CENTRAL,2019,3,,-,0,,,-,,-,7,,81,,35,,60,,12,,43,,36,,69,,,EAST NORTH CENTRAL,20190314
WEST SOUTH CENTRAL,2019,3,,-,0,,,-,,-,2,,89,,4,,46,,10,,59,,25,,30,,,WEST SOUTH CENTRAL,20190343
SOUTH ATLANTIC,2019,3,,-,0,,,-,,-,5,,89,,23,,56,,9,,86,,24,,130,,,SOUTH ATLANTIC,20190328
WEST NORTH CENTRAL,2019,3,,-,0,,,-,,-,2,,80,,18,,47,,1,,31,,9,,45,,,WEST NORTH CENTRAL,20190320
MOUNTAIN,2019,3,,-,0,,,-,,-,2,,60,,25,,30,,4,,39,,13,,54,,,MOUNTAIN,20190348
VERMONT,2019,3,,-,0,,,-,,-,,-,4,,,-,,-,,-,2,,,-,,-,"VERMONT
(44.075252, -72.662695)",,20190308
GUAM,2019,3,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",,20190366
U.S. VIRGIN ISLANDS,2019,3,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",,20190368
LOUISIANA,2019,3,,-,0,,,-,,-,,-,4,,,-,,-,,-,8,,3,,8,,"LOUISIANA
(30.921314, -91.840238)",,20190345
US TERRITORIES,2019,3,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20190363
HAWAII,2019,3,,-,0,,,-,,-,,-,2,,,-,,-,,-,31,,,-,3,,"HAWAII
(21.361013, -157.854309)",,20190360
INDIANA,2019,3,,-,0,,,-,,-,,-,12,,,-,5,,,-,6,,,-,5,,"INDIANA
(39.919991, -86.2818)",,20190316
GEORGIA,2019,3,,-,0,,,-,,-,1,,8,,7,,1,,2,,13,,6,,15,,"GEORGIA
(32.638481, -83.426574)",,20190332
SOUTH CAROLINA,2019,3,,-,0,,,-,,-,1,,6,,5,,8,,1,,17,,5,,25,,"SOUTH CAROLINA
(33.878572, -80.864614)",,20190335
MONTANA,2019,3,,-,0,,,-,,-,,-,8,,,-,2,,,-,2,,,-,1,,"MONTANA
(47.033521, -109.645127)",,20190352
ILLINOIS,2019,3,,-,0,,,-,,-,,-,16,,1,,6,,,-,15,,1,,18,,"ILLINOIS
(40.124144, -89.148632)",,20190315
COLORADO,2019,3,,-,0,,,-,,-,1,,19,,12,,12,,4,,14,,6,,13,,"COLORADO
(38.998552, -105.547832)",,20190350
NEBRASKA,2019,3,,-,0,,,-,,-,,-,12,,,-,4,,,-,4,,,-,4,,"NEBRASKA
(41.527099, -99.810595)",,20190325
FLORIDA,2019,3,,-,0,,,-,,-,,-,33,,,-,25,,,-,53,,,-,51,,"FLORIDA
(28.260731, -82.420978)",,20190331
SOUTH DAKOTA,2019,3,,-,0,,,-,,-,,-,34,,,-,9,,,-,3,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",,20190327
NEW ENGLAND,2019,3,,-,0,,,-,,-,2,,19,,4,,11,,1,,16,,12,,15,,,NEW ENGLAND,20190302
MIDDLE ATLANTIC,2019,3,,-,0,,,-,,-,7,,52,,18,,22,,29,,85,,114,,67,,,MIDDLE ATLANTIC,20190309
TOTAL,2019,3,,-,0,,,-,,-,27,,420,,141,,299,,79,,454,,310,,589,,,TOTAL,20190370
CONNECTICUT,2019,3,,-,0,,,-,,-,1,,6,,3,,2,,,-,5,,5,,3,,"CONNECTICUT
(41.575155, -72.738288)",,20190303
NORTH DAKOTA,2019,3,,-,0,,,-,,-,,-,5,,,-,3,,,-,1,,,-,,-,"NORTH DAKOTA
(47.446305, -100.46931)",,20190326
MINNESOTA,2019,3,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MINNESOTA
(46.349153, -94.198308)",,20190323
WASHINGTON,2019,3,,-,0,,,-,,-,,-,48,,2,,2,,4,,74,,15,,1,,"WASHINGTON
(47.411715, -120.592492)",,20190362
OHIO,2019,4,,-,0,,,-,,-,2,,30,,23,,22,,5,,22,,33,,41,,"OHIO
(40.415534, -82.70936)",,20190418
IDAHO,2019,4,,-,0,,,-,,-,1,,13,,6,,5,,,-,6,,1,,8,,"IDAHO
(44.389073, -114.659366)",,20190451
COLORADO,2019,4,,-,0,,,-,,-,3,,19,,18,,14,,1,,14,,8,,16,,"COLORADO
(38.998552, -105.547832)",,20190450
WEST SOUTH CENTRAL,2019,4,,-,0,,,-,,-,,-,89,,7,,64,,11,,59,,37,,51,,,WEST SOUTH CENTRAL,20190443
NEW ENGLAND,2019,4,,-,0,,,-,,-,,-,19,,6,,17,,2,,16,,20,,19,,,NEW ENGLAND,20190402
WASHINGTON,2019,4,,-,0,,,-,,-,,-,48,,2,,2,,,-,74,,15,,2,,"WASHINGTON
(47.411715, -120.592492)",,20190462
NORTH DAKOTA,2019,4,,-,0,,,-,,-,,-,5,,,-,3,,,-,1,,,-,,-,"NORTH DAKOTA
(47.446305, -100.46931)",,20190426
MARYLAND,2019,4,,-,0,,,-,,-,1,,13,,9,,10,,4,,11,,15,,19,,"MARYLAND
(38.946466, -76.687282)",,20190433
FLORIDA,2019,4,,-,0,,,-,,-,,-,33,,,-,36,,,-,53,,,-,69,,"FLORIDA
(28.260731, -82.420978)",,20190431
OKLAHOMA,2019,4,,-,0,,,-,,-,,-,37,,1,,2,,3,,6,,5,,2,,"OKLAHOMA
(35.583449, -97.508297)",,20190446
MISSISSIPPI,2019,4,,-,0,,,-,,-,,-,6,,,-,1,,,-,19,,5,,17,,"MISSISSIPPI
(32.713378, -89.65344)",,20190441
TENNESSEE,2019,4,,-,0,,,-,,-,2,,20,,7,,15,,,-,10,,7,,29,,"TENNESSEE
(35.842998, -86.343226)",,20190442
DISTRICT OF COLUMBIA,2019,4,,-,0,,,-,,-,,-,3,,,-,2,,,-,7,,,-,7,,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",,20190430
PENNSYLVANIA,2019,4,,-,0,,,-,,-,1,,20,,13,,10,,,-,11,,12,,15,,"PENNSYLVANIA
(40.896694, -77.838886)",,20190413
HAWAII,2019,4,,-,0,,,-,,-,,-,2,,,-,,-,,-,31,,3,,7,,"HAWAII
(21.361013, -157.854309)",,20190460
CONNECTICUT,2019,4,,-,0,,,-,,-,,-,6,,4,,4,,1,,5,,7,,5,,"CONNECTICUT
(41.575155, -72.738288)",,20190403
NEBRASKA,2019,4,,-,0,,,-,,-,,-,12,,5,,6,,,-,5,,7,,8,,"NEBRASKA
(41.527099, -99.810595)",,20190425
WISCONSIN,2019,4,,-,0,,,-,,-,2,,29,,10,,29,,2,,8,,7,,10,,"WISCONSIN
(44.639954, -89.732969)",,20190419
US TERRITORIES,2019,4,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20190463
IOWA,2019,4,,-,0,,,-,,-,1,,38,,13,,15,,1,,7,,3,,11,,"IOWA
(42.074659, -93.500061)",,20190421
EAST NORTH CENTRAL,2019,4,,-,0,,,-,,-,5,,81,,42,,80,,8,,44,,51,,90,,,EAST NORTH CENTRAL,20190414
MASSACHUSETTS,2019,4,,-,0,,,-,,-,,-,9,,2,,12,,,-,11,,9,,12,,"MASSACHUSETTS
(42.151077, -71.481104)",,20190405
MIDDLE ATLANTIC,2019,4,,-,0,,,-,,-,2,,52,,26,,33,,15,,85,,158,,92,,,MIDDLE ATLANTIC,20190409
VIRGINIA,2019,4,,-,0,,,-,,-,1,,17,,3,,8,,,-,14,,2,,11,,"VIRGINIA
(37.510861, -78.666382)",,20190436
CALIFORNIA,2019,4,,-,0,,,-,,-,,-,0,,,-,,-,5,,109,,84,,152,,"CALIFORNIA
(37.211164, -119.662127)",,20190459
NORTHERN MARIANA ISLANDS,2019,4,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20190465
TOTAL,2019,4,,-,0,,,-,,-,23,,422,,207,,401,,58,,453,,489,,795,,,TOTAL,20190470
AMERICAN SAMOA,2019,4,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20190464
SOUTH ATLANTIC,2019,4,,-,0,,,-,,-,2,,89,,28,,77,,10,,86,,40,,177,,,SOUTH ATLANTIC,20190428
INDIANA,2019,4,,-,0,,,-,,-,,-,12,,,-,9,,,-,6,,,-,7,,"INDIANA
(39.919991, -86.2818)",,20190416
MOUNTAIN,2019,4,,-,0,,,-,,-,6,,60,,41,,39,,1,,39,,25,,68,,,MOUNTAIN,20190448
NEW MEXICO,2019,4,,-,0,,,-,,-,,-,7,,2,,8,,,-,5,,2,,2,,"NEW MEXICO
(34.421369, -106.108388)",,20190454
NEW YORK CITY,2019,4,,-,0,,,-,,-,,-,19,,5,,7,,13,,43,,93,,39,,,NEW YORK CITY,20190412
OREGON,2019,4,,-,0,,,-,,-,3,,15,,9,,13,,2,,69,,10,,12,,"OREGON
(43.940449, -120.605279)",,20190461
US RESIDENTS,2019,4,,-,0,,,-,,-,23,,422,,207,,401,,58,,453,,489,,795,,,US RESIDENTS,20190401
GEORGIA,2019,4,,-,0,,,-,,-,,-,8,,9,,2,,4,,13,,11,,20,,"GEORGIA
(32.638481, -83.426574)",,20190432
U.S. VIRGIN ISLANDS,2019,4,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",,20190468
NEW JERSEY,2019,4,,-,0,,,-,,-,,-,7,,1,,10,,,-,24,,45,,26,,"NEW JERSEY
(40.110253, -74.655514)",,20190410
VERMONT,2019,4,,-,0,,,-,,-,,-,4,,,-,,-,,-,2,,,-,,-,"VERMONT
(44.075252, -72.662695)",,20190408
MONTANA,2019,4,,-,0,,,-,,-,,-,8,,1,,5,,,-,2,,,-,1,,"MONTANA
(47.033521, -109.645127)",,20190452
TEXAS,2019,4,,-,0,,,-,,-,,-,49,,4,,56,,7,,52,,24,,30,,"TEXAS
(31.447238, -99.317341)",,20190447
PACIFIC,2019,4,,-,0,,,-,,-,3,,61,,11,,17,,7,,168,,112,,175,,,PACIFIC,20190457
WEST VIRGINIA,2019,4,,-,0,,,-,,-,,-,3,,,-,,-,1,,2,,1,,1,,"WEST VIRGINIA
(38.642579, -80.613729)",,20190437
MAINE,2019,4,,-,0,,,-,,-,,-,4,,,-,,-,,-,1,,,-,2,,"MAINE
(45.117911, -69.06137)",,20190404
RHODE ISLAND,2019,4,,-,0,,,-,,-,,-,4,,,-,,-,1,,5,,4,,,-,"RHODE ISLAND
(41.572574, -71.534637)",,20190407
SOUTH DAKOTA,2019,4,,-,0,,,-,,-,,-,34,,,-,9,,,-,3,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",,20190427
NEW YORK,2019,4,,-,0,,,-,,-,1,,17,,7,,6,,2,,25,,8,,12,,"NEW YORK
(42.921241, -75.59655)",,20190411
UTAH,2019,4,,-,0,,,-,,-,,-,13,,6,,,-,,-,6,,3,,4,,"UTAH
(39.323779, -111.678222)",,20190455
KENTUCKY,2019,4,,-,0,,,-,,-,,-,6,,2,,1,,,-,3,,1,,3,,"KENTUCKY
(37.526683, -85.290484)",,20190440
ARKANSAS,2019,4,,-,0,,,-,,-,,-,7,,2,,3,,1,,9,,5,,8,,"ARKANSAS
(34.899825, -92.439162)",,20190444
KANSAS,2019,4,,-,0,,,-,,-,,-,18,,1,,9,,,-,10,,2,,21,,"KANSAS
(38.484729, -98.38018)",,20190422
MICHIGAN,2019,4,,-,0,,,-,,-,1,,14,,7,,13,,,-,14,,5,,9,,"MICHIGAN
(44.874798, -85.730977)",,20190417
ARIZONA,2019,4,,-,0,,,-,,-,2,,11,,8,,6,,,-,21,,11,,24,,"ARIZONA
(34.293239, -111.664616)",,20190449
WEST NORTH CENTRAL,2019,4,,-,0,,,-,,-,1,,80,,32,,55,,1,,31,,18,,61,,,WEST NORTH CENTRAL,20190420
SOUTH CAROLINA,2019,4,,-,0,,,-,,-,,-,6,,5,,9,,1,,17,,8,,31,,"SOUTH CAROLINA
(33.878572, -80.864614)",,20190435
GUAM,2019,4,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",,20190466
NEW HAMPSHIRE,2019,4,,-,0,,,-,,-,,-,5,,,-,1,,,-,1,,,-,,-,"NEW HAMPSHIRE
(43.680429, -71.57139)",,20190406
DELAWARE,2019,4,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,1,,"DELAWARE
(38.994926, -75.452394)",,20190429
PUERTO RICO,2019,4,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",,20190467
LOUISIANA,2019,4,,-,0,,,-,,-,,-,4,,,-,3,,,-,8,,3,,11,,"LOUISIANA
(30.921314, -91.840238)",,20190445
NORTH CAROLINA,2019,4,,-,0,,,-,,-,,-,20,,2,,10,,,-,13,,3,,18,,"NORTH CAROLINA
(35.52603, -79.130883)",,20190434
MINNESOTA,2019,4,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MINNESOTA
(46.349153, -94.198308)",,20190423
ALABAMA,2019,4,,-,0,,,-,,-,2,,8,,5,,2,,3,,13,,15,,13,,"ALABAMA
(32.756889, -86.844516)",,20190439
ILLINOIS,2019,4,,-,0,,,-,,-,,-,16,,2,,7,,1,,16,,6,,23,,"ILLINOIS
(40.124144, -89.148632)",,20190415
WYOMING,2019,4,,-,0,,,-,,-,,-,6,,,-,,-,,-,1,,,-,,-,"WYOMING
(42.999627, -107.55145)",,20190456
NEVADA,2019,4,,-,0,,,-,,-,,-,4,,,-,1,,,-,6,,,-,13,,"NEVADA
(39.283294, -114.916992)",,20190453
NON-US RESIDENTS,2019,4,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS,20190469
ALASKA,2019,4,,-,0,,,-,,-,,-,4,,,-,2,,,-,1,,,-,2,,"ALASKA
(63.631126, -151.631889)",,20190458
EAST SOUTH CENTRAL,2019,4,,-,0,,,-,,-,4,,29,,14,,19,,3,,28,,28,,62,,,EAST SOUTH CENTRAL,20190438
MISSOURI,2019,4,,-,0,,,-,,-,,-,18,,13,,13,,,-,28,,6,,21,,"MISSOURI
(38.3675, -92.477244)",,20190424
MINNESOTA,2019,5,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"MINNESOTA
(46.349153, -94.198308)",,20190523
NEW JERSEY,2019,5,,-,0,,,-,,-,,-,7,,,-,10,,4,,27,,69,,30,,"NEW JERSEY
(40.110253, -74.655514)",,20190510
WYOMING,2019,5,,-,0,,,-,,-,,-,6,,,-,,-,,-,1,,,-,,-,"WYOMING
(42.999627, -107.55145)",,20190556
NEW YORK,2019,5,,-,0,,,-,,-,1,,17,,9,,10,,1,,25,,9,,16,,"NEW YORK
(42.921241, -75.59655)",,20190511
PENNSYLVANIA,2019,5,,-,0,,,-,,-,1,,20,,17,,15,,2,,11,,17,,18,,"PENNSYLVANIA
(40.896694, -77.838886)",,20190513
PACIFIC,2019,5,,-,0,,,-,,-,2,,61,,14,,19,,19,,168,,184,,214,,,PACIFIC,20190557
ARIZONA,2019,5,,-,0,,,-,,-,2,,11,,12,,11,,,-,0,,,-,,-,"ARIZONA
(34.293239, -111.664616)",,20190549
EAST NORTH CENTRAL,2019,5,,-,0,,,-,,-,8,,82,,56,,108,,17,,48,,76,,117,,,EAST NORTH CENTRAL,20190514
NON-US RESIDENTS,2019,5,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS,20190569
US TERRITORIES,2019,5,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20190563
VERMONT,2019,5,,-,0,,,-,,-,,-,4,,1,,1,,,-,2,,1,,,-,"VERMONT
(44.075252, -72.662695)",,20190508
WEST NORTH CENTRAL,2019,5,,-,0,,,-,,-,4,,80,,37,,65,,,-,31,,20,,67,,,WEST NORTH CENTRAL,20190520
LOUISIANA,2019,5,,-,0,,,-,,-,,-,4,,,-,3,,,-,8,,3,,12,,"LOUISIANA
(30.921314, -91.840238)",,20190545
GEORGIA,2019,5,,-,0,,,-,,-,,-,8,,10,,4,,2,,13,,18,,27,,"GEORGIA
(32.638481, -83.426574)",,20190532
MARYLAND,2019,5,,-,0,,,-,,-,,-,13,,9,,16,,,-,11,,15,,23,,"MARYLAND
(38.946466, -76.687282)",,20190533
AMERICAN SAMOA,2019,5,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20190564
IOWA,2019,5,,-,0,,,-,,-,,-,38,,14,,20,,,-,7,,3,,14,,"IOWA
(42.074659, -93.500061)",,20190521
NEBRASKA,2019,5,,-,0,,,-,,-,,-,12,,5,,6,,,-,5,,7,,9,,"NEBRASKA
(41.527099, -99.810595)",,20190525
NEW MEXICO,2019,5,,-,0,,,-,,-,,-,7,,4,,10,,,-,5,,1,,2,,"NEW MEXICO
(34.421369, -106.108388)",,20190554
U.S. VIRGIN ISLANDS,2019,5,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",,20190568
NORTH DAKOTA,2019,5,,-,0,,,-,,-,,-,5,,,-,3,,,-,1,,,-,,-,"NORTH DAKOTA
(47.446305, -100.46931)",,20190526
ALASKA,2019,5,,-,0,,,-,,-,,-,4,,,-,2,,,-,1,,,-,2,,"ALASKA
(63.631126, -151.631889)",,20190558
TEXAS,2019,5,,-,0,,,-,,-,8,,49,,32,,62,,,-,52,,24,,45,,"TEXAS
(31.447238, -99.317341)",,20190547
FLORIDA,2019,5,,-,0,,,-,,-,,-,33,,,-,56,,,-,53,,,-,89,,"FLORIDA
(28.260731, -82.420978)",,20190531
HAWAII,2019,5,,-,0,,,-,,-,,-,2,,,-,,-,,-,31,,3,,12,,"HAWAII
(21.361013, -157.854309)",,20190560
DELAWARE,2019,5,,-,0,,,-,,-,,-,0,,,-,,-,,-,1,,,-,1,,"DELAWARE
(38.994926, -75.452394)",,20190529
VIRGINIA,2019,5,,-,0,,,-,,-,,-,17,,6,,10,,5,,14,,8,,12,,"VIRGINIA
(37.510861, -78.666382)",,20190536
GUAM,2019,5,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",,20190566
TOTAL,2019,34,,-,0,,,-,,-,165,,911,,8246,,10379,,184,,770,,9227,,9819,,,TOTAL,20193470
UTAH,2019,5,,-,0,,,-,,-,1,,13,,9,,2,,1,,6,,5,,5,,"UTAH
(39.323779, -111.678222)",,20190555
PUERTO RICO,2019,5,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",,20190567
OHIO,2019,5,,-,0,,,-,,-,7,,30,,30,,33,,16,,22,,49,,49,,"OHIO
(40.415534, -82.70936)",,20190518
TENNESSEE,2019,5,,-,0,,,-,,-,,-,20,,8,,17,,,-,10,,8,,32,,"TENNESSEE
(35.842998, -86.343226)",,20190542
TOTAL,2019,5,,-,0,,,-,,-,36,,424,,314,,521,,74,,440,,662,,950,,,TOTAL,20190570
MIDDLE ATLANTIC,2019,5,,-,0,,,-,,-,2,,52,,50,,43,,23,,85,,207,,117,,,MIDDLE ATLANTIC,20190509
DISTRICT OF COLUMBIA,2019,5,,-,0,,,-,,-,,-,3,,,-,2,,,-,7,,1,,9,,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",,20190530
SOUTH ATLANTIC,2019,5,,-,0,,,-,,-,,-,90,,33,,112,,9,,86,,57,,217,,,SOUTH ATLANTIC,20190528
ILLINOIS,2019,5,,-,0,,,-,,-,,-,16,,3,,13,,,-,20,,13,,31,,"ILLINOIS
(40.124144, -89.148632)",,20190515
OREGON,2019,5,,-,0,,,-,,-,2,,15,,12,,15,,4,,69,,14,,14,,"OREGON
(43.940449, -120.605279)",,20190561
SOUTH CAROLINA,2019,5,,-,0,,,-,,-,,-,6,,5,,10,,2,,17,,10,,34,,"SOUTH CAROLINA
(33.878572, -80.864614)",,20190535
MONTANA,2019,5,,-,0,,,-,,-,,-,8,,5,,6,,,-,2,,,-,1,,"MONTANA
(47.033521, -109.645127)",,20190552
MAINE,2019,5,,-,0,,,-,,-,,-,4,,1,,1,,,-,1,,,-,2,,"MAINE
(45.117911, -69.06137)",,20190504
IDAHO,2019,5,,-,0,,,-,,-,1,,13,,7,,8,,,-,5,,1,,11,,"IDAHO
(44.389073, -114.659366)",,20190551
WEST SOUTH CENTRAL,2019,5,,-,0,,,-,,-,13,,89,,40,,72,,2,,59,,38,,72,,,WEST SOUTH CENTRAL,20190543
INDIANA,2019,5,,-,0,,,-,,-,,-,12,,,-,9,,,-,6,,,-,11,,"INDIANA
(39.919991, -86.2818)",,20190516
NORTHERN MARIANA ISLANDS,2019,5,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20190565
NEW HAMPSHIRE,2019,5,,-,0,,,-,,-,,-,5,,,-,1,,,-,1,,1,,,-,"NEW HAMPSHIRE
(43.680429, -71.57139)",,20190506
KENTUCKY,2019,5,,-,0,,,-,,-,,-,6,,2,,3,,,-,3,,1,,3,,"KENTUCKY
(37.526683, -85.290484)",,20190540
CONNECTICUT,2019,5,,-,0,,,-,,-,,-,6,,6,,4,,,-,5,,9,,6,,"CONNECTICUT
(41.575155, -72.738288)",,20190503
NEVADA,2019,5,,-,0,,,-,,-,,-,4,,,-,1,,,-,6,,,-,13,,"NEVADA
(39.283294, -114.916992)",,20190553
NEW YORK CITY,2019,5,,-,0,,,-,,-,,-,19,,24,,8,,16,,43,,112,,53,,,NEW YORK CITY,20190512
CALIFORNIA,2019,5,,-,0,,,-,,-,,-,0,,,-,,-,13,,109,,150,,180,,"CALIFORNIA
(37.211164, -119.662127)",,20190559
NORTH CAROLINA,2019,5,,-,0,,,-,,-,,-,20,,3,,14,,,-,13,,4,,21,,"NORTH CAROLINA
(35.52603, -79.130883)",,20190534
WASHINGTON,2019,5,,-,0,,,-,,-,,-,48,,2,,2,,2,,74,,17,,6,,"WASHINGTON
(47.411715, -120.592492)",,20190562
COLORADO,2019,5,,-,0,,,-,,-,2,,19,,20,,20,,2,,14,,10,,19,,"COLORADO
(38.998552, -105.547832)",,20190550
MISSOURI,2019,5,,-,0,,,-,,-,4,,18,,17,,17,,,-,28,,7,,21,,"MISSOURI
(38.3675, -92.477244)",,20190524
ALABAMA,2019,5,,-,0,,,-,,-,1,,8,,7,,3,,,-,13,,15,,18,,"ALABAMA
(32.756889, -86.844516)",,20190539
RHODE ISLAND,2019,5,,-,0,,,-,,-,,-,4,,,-,,-,,-,5,,4,,,-,"RHODE ISLAND
(41.572574, -71.534637)",,20190507
MISSISSIPPI,2019,5,,-,0,,,-,,-,,-,7,,,-,1,,,-,19,,7,,20,,"MISSISSIPPI
(32.713378, -89.65344)",,20190541
MOUNTAIN,2019,5,,-,0,,,-,,-,6,,60,,57,,58,,3,,21,,17,,51,,,MOUNTAIN,20190548
MASSACHUSETTS,2019,5,,-,0,,,-,,-,,-,9,,2,,13,,1,,11,,17,,14,,"MASSACHUSETTS
(42.151077, -71.481104)",,20190505
OKLAHOMA,2019,5,,-,0,,,-,,-,5,,37,,6,,4,,2,,6,,6,,4,,"OKLAHOMA
(35.583449, -97.508297)",,20190546
NEW ENGLAND,2019,5,,-,0,,,-,,-,,-,19,,10,,20,,1,,16,,32,,22,,,NEW ENGLAND,20190502
ARKANSAS,2019,5,,-,0,,,-,,-,,-,7,,2,,3,,,-,9,,5,,11,,"ARKANSAS
(34.899825, -92.439162)",,20190544
WISCONSIN,2019,5,,-,0,,,-,,-,1,,30,,13,,36,,1,,8,,9,,15,,"WISCONSIN
(44.639954, -89.732969)",,20190519
US RESIDENTS,2019,5,,-,0,,,-,,-,36,,424,,314,,521,,74,,440,,662,,950,,,US RESIDENTS,20190501
WEST VIRGINIA,2019,5,,-,0,,,-,,-,,-,3,,,-,,-,,-,2,,1,,1,,"WEST VIRGINIA
(38.642579, -80.613729)",,20190537
SOUTH DAKOTA,2019,5,,-,0,,,-,,-,,-,34,,,-,10,,,-,3,,,-,1,,"SOUTH DAKOTA
(44.43614, -100.230491)",,20190527
MICHIGAN,2019,5,,-,0,,,-,,-,,-,14,,10,,17,,,-,14,,5,,11,,"MICHIGAN
(44.874798, -85.730977)",,20190517
EAST SOUTH CENTRAL,2019,5,,-,0,,,-,,-,1,,30,,17,,24,,,-,28,,31,,73,,,EAST SOUTH CENTRAL,20190538
KANSAS,2019,5,,-,0,,,-,,-,,-,18,,1,,9,,,-,10,,3,,22,,"KANSAS
(38.484729, -98.38018)",,20190522
OHIO,2019,6,,-,0,,,-,,-,5,,30,,34,,37,,8,,22,,57,,56,,"OHIO
(40.415534, -82.70936)",,20190618
ALASKA,2019,6,,-,0,,,-,,-,,-,4,,,-,3,,,-,1,,,-,2,,"ALASKA
(63.631126, -151.631889)",,20190658
GEORGIA,2019,6,,-,0,,,-,,-,,-,8,,11,,5,,2,,14,,20,,37,,"GEORGIA
(32.638481, -83.426574)",,20190632
